_id,type,civility,howWeMet,createdAt,updatedAt,validatedEmail,data
630e26801acadb22d66bd5b6,company,female,bouche à oreille,30/08/2022,2022-08-30 15:07:43.820,VRAI,company
630cc7d347b68d445cd21c56,company,female,recherche web,29/08/2022,2022-08-29 14:06:11.071,VRAI,company
630880b847b68d445cd21782,company,female,autre,26/08/2022,2023-01-03 13:30:10.019,VRAI,company
6306238247b68d445cd2154b,company,female,bouche à oreille,24/08/2022,2023-01-02 09:38:17.906,VRAI,company
62fba39347b68d445cd20c58,company,female,bouche à oreille,16/08/2022,2023-01-09 15:38:29.221,VRAI,company
62e12ef0f5e6794d89e1e6a8,company,female,association partenaire,27/07/2022,2023-03-27 15:05:38.830,VRAI,company
62dfe255f5e6794d89e1e50b,company,female,,26/07/2022,2023-10-24 06:39:28.464,VRAI,company
62d9b481f5e6794d89e1de21,company,female,entreprise partenaire,21/07/2022,2022-07-21 20:20:53.357,VRAI,company
62d9662ff5e6794d89e1ddd9,company,male,entreprise partenaire,21/07/2022,2023-12-04 15:42:17.937,VRAI,company
62d94e30f5e6794d89e1dd7d,company,female,bouche à oreille,21/07/2022,2022-07-27 14:22:47.625,VRAI,company
62d659d7f5e6794d89e1da47,company,female,autre,19/07/2022,2022-11-03 08:41:39.872,VRAI,company
62cd9e0ec43a1c07852b7266,company,female,bouche à oreille,12/07/2022,2022-08-23 15:38:07.739,VRAI,company
62cc4f32c43a1c07852b6f98,company,male,publicité,11/07/2022,2022-10-19 10:24:54.085,VRAI,company
62cc0bf3c43a1c07852b6f1c,company,male,publicité,11/07/2022,2022-07-11 11:44:50.228,VRAI,company
62c57bc103f9d052cb4400f3,company,female,bouche à oreille,06/07/2022,2023-04-27 15:34:57.912,VRAI,company
62c451e903f9d052cb43fff0,company,male,autre,05/07/2022,2023-12-01 09:36:13.804,VRAI,company
62c2b63d03f9d052cb43fe18,company,female,association partenaire,04/07/2022,2022-07-04 09:43:25.414,VRAI,company
62bf021ab92b4e1a8ec37107,company,male,publicité,01/07/2022,2022-07-01 14:19:32.307,VRAI,company
62bd8c96b92b4e1a8ec36eef,company,female,bouche à oreille,30/06/2022,2023-10-09 14:03:32.360,VRAI,company
62bd759db92b4e1a8ec36ee3,company,male,bouche à oreille,30/06/2022,2022-06-30 11:56:54.545,VRAI,company
62bc6969b92b4e1a8ec36e14,company,female,bouche à oreille,29/06/2022,2023-07-17 13:03:28.469,VRAI,company
62b0729994bf604e68e19fc3,company,female,bouche à oreille,20/06/2022,2023-03-13 11:12:14.345,VRAI,company
62a848fa0eef6a518ff0cc6a,company,female,bouche à oreille,14/06/2022,2022-07-20 14:21:36.485,VRAI,company
62a095b9d57a952ac7f6d6b3,company,female,recherche web,08/06/2022,2022-06-08 12:29:06.167,VRAI,company
62988275d57a952ac7f6cf0c,company,female,association partenaire,02/06/2022,2022-10-10 20:15:05.685,VRAI,company
6295f8541fbb047964271f0f,company,male,autre,31/05/2022,2022-06-01 11:39:26.714,VRAI,company
6295dca21fbb047964271eea,company,female,autre,31/05/2022,2023-11-29 09:55:21.430,VRAI,company
628f9a221fbb0479642719e9,company,male,recherche web,26/05/2022,2022-05-26 15:17:54.366,VRAI,company
628ce28c1fbb047964271842,company,female,autre,24/05/2022,2022-05-24 13:50:04.739,VRAI,company
628cd33a8cd3654f4645a0a4,company,male,bouche à oreille,24/05/2022,2022-05-24 13:20:01.803,VRAI,company
627a21fc8b607267583f722c,company,female,autre,10/05/2022,2022-07-11 09:47:47.692,VRAI,company
6272719692c2ec2a7d267b16,company,female,publicité,04/05/2022,2022-05-24 12:40:21.956,VRAI,company
6271778692c2ec2a7d267a64,company,male,autre,03/05/2022,2023-11-25 15:22:35.008,VRAI,company
626bf65e92c2ec2a7d2676cd,company,male,bouche à oreille,29/04/2022,2022-07-11 15:30:02.376,VRAI,company
626808c6e78e047aff451415,company,female,bouche à oreille,26/04/2022,2022-05-24 12:40:21.926,VRAI,company
625938bca6a5e0544be60ca2,company,female,autre,15/04/2022,2023-11-06 07:13:45.811,VRAI,company
624ffc81b8f602159939792c,company,male,bouche à oreille,08/04/2022,2023-06-20 12:42:10.051,VRAI,company
624af22e35e1f40873f821cc,company,male,autre,04/04/2022,2022-05-24 12:40:21.787,VRAI,company
6241e702c60bd00898a3845d,company,female,autre,28/03/2022,2022-05-24 12:40:21.739,VRAI,company
623d87ff8135b2295c14001b,company,male,,25/03/2022,2023-03-07 16:05:47.046,VRAI,company
62388f4895809f08f186715d,company,female,autre,21/03/2022,2022-05-24 12:40:21.696,VRAI,company
6234a5469bdf0c49877f89b5,company,male,bouche à oreille,18/03/2022,2022-05-24 12:40:21.677,VRAI,company
62335c6e9bdf0c49877f88d5,company,female,autre,17/03/2022,2022-05-24 12:40:21.659,VRAI,company
6230a7789bdf0c49877f8654,company,female,autre,15/03/2022,2023-10-25 13:27:22.678,VRAI,company
6220e880240f4e2730b14c6e,company,male,bouche à oreille,03/03/2022,2022-05-24 12:40:21.578,VRAI,company
621f7919240f4e2730b14b7e,company,male,autre,02/03/2022,2022-05-24 12:40:21.572,VRAI,company
620e4f9e40cc3e4bf30441c0,company,female,autre,17/02/2022,2022-05-24 12:40:21.514,VRAI,company
61fa88f795e32c4827f99ec4,company,female,autre,02/02/2022,2022-05-24 12:40:21.473,,company
61fa87c095e32c4827f99ebc,company,female,entreprise partenaire,02/02/2022,2022-05-24 12:40:21.465,VRAI,company
61fa87be95e32c4827f99eba,company,female,publicité,02/02/2022,2022-05-24 12:40:21.461,VRAI,company
61f9723995e32c4827f99e30,company,male,autre,01/02/2022,2022-05-24 12:40:21.458,VRAI,company
61f7f94d95e32c4827f99d2c,company,female,autre,31/01/2022,2023-07-17 07:14:01.819,VRAI,company
61f40a2395e32c4827f99a85,company,female,,28/01/2022,2022-05-24 12:40:21.423,VRAI,company
61ea690641979a0867314035,company,female,bouche à oreille,21/01/2022,2022-08-18 06:04:46.577,VRAI,company
61e6cb8441979a0867313d90,company,female,bouche à oreille,18/01/2022,2023-08-23 15:25:57.928,VRAI,company
61dff339f18aaa130b6cd03a,company,male,association partenaire,13/01/2022,2022-05-24 12:40:21.291,VRAI,company
61d54c1fca71a24b561b8329,company,male,autre,05/01/2022,2023-11-20 08:51:44.020,VRAI,company
61d34a21ca71a24b561b7d85,company,female,entreprise partenaire,03/01/2022,2022-05-24 12:40:21.248,VRAI,company
61cae1f5ca71a24b561b7850,company,female,entreprise partenaire,28/11/2021,2022-05-24 12:40:21.242,VRAI,company
61c44a76ca71a24b561b74f3,company,male,bouche à oreille,23/11/2021,2022-05-24 12:40:21.227,VRAI,company
61c1b0df64217e083ca41b60,company,female,,21/11/2021,2022-05-24 12:40:21.213,VRAI,company
61b8470f2314dc0c6f4adf53,company,male,bouche à oreille,14/11/2021,2023-12-01 10:11:28.359,VRAI,company
61b2300e2314dc0c6f4adbd4,company,male,bouche à oreille,09/11/2021,2022-05-24 12:40:21.174,VRAI,company
61aa1c5b2314dc0c6f4ad5a8,company,male,bouche à oreille,03/11/2021,2022-05-24 12:40:21.152,VRAI,company
61a8c4422314dc0c6f4ad48a,company,female,entreprise partenaire,02/11/2021,2022-05-24 12:40:21.143,VRAI,company
61a8b0802314dc0c6f4ad46e,company,male,autre,02/11/2021,2022-05-24 12:40:21.139,VRAI,company
61a780612314dc0c6f4ad376,company,female,bouche à oreille,01/11/2021,2023-03-03 09:20:23.607,VRAI,company
619ba870350329481522a285,company,female,bouche à oreille,22/10/2021,2022-05-24 12:40:21.098,VRAI,company
618acb933b46e1617ab35d93,company,male,recherche web,09/10/2021,2022-05-24 12:40:21.058,VRAI,company
618a2bdd3b46e1617ab35ca4,company,male,autre,09/10/2021,2023-09-29 10:26:37.716,VRAI,company
6183d7418ffce508636e0be0,company,male,entreprise partenaire,04/10/2021,2022-11-30 08:08:18.110,VRAI,company
6183b35a8ffce508636e0b7c,company,female,entreprise partenaire,04/10/2021,2022-05-24 12:40:21.029,VRAI,company
618248e68ffce508636e0985,company,female,bouche à oreille,03/10/2021,2023-09-15 11:58:23.469,VRAI,company
6181329c8ffce508636e08d0,company,female,autre,02/10/2021,2022-05-24 12:40:21.018,VRAI,company
61798b78db8a080f37bd15de,company,male,autre,27/010/2021,2022-05-24 12:40:20.998,VRAI,company
6173d299db8a080f37bd11ca,company,female,bouche à oreille,23/010/2021,2022-09-16 09:34:44.944,VRAI,company
61702d7bdb8a080f37bd0ea8,company,female,autre,20/010/2021,2022-05-24 12:40:20.973,VRAI,company
616e7b1fdb8a080f37bd0c23,company,female,autre,19/010/2021,2023-08-22 08:32:13.894,VRAI,company
616d2619db8a080f37bd0b24,company,female,entreprise partenaire,18/010/2021,2022-05-24 12:40:20.956,VRAI,company
616acfb2db8a080f37bd0a64,company,male,bouche à oreille,16/010/2021,2022-05-24 12:40:20.951,VRAI,company
616993ffdb8a080f37bd09e3,company,female,bouche à oreille,15/010/2021,2022-05-24 12:40:20.946,VRAI,company
61698f69db8a080f37bd09de,company,female,bouche à oreille,15/010/2021,2022-05-24 12:40:20.941,VRAI,company
615447bc24bf9a154545cf08,company,female,association partenaire,29/09/2021,2023-07-21 13:03:22.749,VRAI,company
615414a924bf9a154545ced5,company,female,bouche à oreille,29/09/2021,2022-05-24 12:40:20.861,VRAI,company
61532bc824bf9a154545ce58,company,female,bouche à oreille,28/09/2021,2022-08-16 07:55:07.499,VRAI,company
6149973324bf9a154545c916,company,female,autre,21/09/2021,2022-05-24 12:40:20.832,VRAI,company
614439a624bf9a154545c50b,company,female,autre,17/09/2021,2022-05-24 12:40:20.811,VRAI,company
6138b79524bf9a154545bbae,company,male,entreprise partenaire,08/09/2021,2022-05-24 12:40:20.774,VRAI,company
611d124a8ae28b087046ca79,company,female,autre,18/08/2021,2022-05-24 12:40:20.629,VRAI,company
611a3c898ae28b087046c790,company,male,publicité,16/08/2021,2022-05-24 12:40:20.609,VRAI,company
60f13e7b66938b559e8435d9,company,female,autre,16/07/2021,2023-08-04 08:38:39.980,VRAI,company
60f039bb66938b559e84354a,company,female,publicité,15/07/2021,2022-05-24 12:40:20.468,VRAI,company
60ec1e60012d8a1566b3e814,company,male,autre,12/07/2021,2022-05-24 12:40:20.456,VRAI,company
60e7fbaa012d8a1566b3e567,company,female,bouche à oreille,09/07/2021,2022-05-24 12:40:20.452,VRAI,company
60e69ff6012d8a1566b3e470,company,male,bouche à oreille,08/07/2021,2022-05-24 12:40:20.430,VRAI,company
60d5946c0e3cbe63a9efa717,company,female,bouche à oreille,25/06/2021,2022-08-31 11:27:03.925,VRAI,company
60b0b8b72fd32b12931546ff,company,male,bouche à oreille,28/05/2021,2022-05-24 12:40:20.223,VRAI,company
60a7d6cb2fd32b129315431a,company,female,autre,21/05/2021,2022-05-24 12:40:20.210,VRAI,company
60a4b0922fd32b129315406e,company,female,autre,19/05/2021,2022-05-24 12:40:20.184,VRAI,company
60a2173b2fd32b1293153ecf,company,male,entreprise partenaire,17/05/2021,2022-05-24 12:40:20.171,VRAI,company
609e44702fd32b1293153ce6,company,male,autre,14/05/2021,2022-05-24 12:40:20.161,VRAI,company
609b9fd42fd32b1293153b12,company,female,bouche à oreille,12/05/2021,2022-05-24 12:40:20.156,VRAI,company
609402df2fd32b1293153601,company,male,autre,06/05/2021,2023-07-20 10:38:20.309,VRAI,company
6093e78e2fd32b12931535e9,company,female,autre,06/05/2021,2022-05-24 12:40:20.130,,company
609254a42fd32b129315346a,company,female,autre,05/05/2021,2022-05-24 12:40:20.104,VRAI,company
609160a12fd32b12931533b4,company,male,autre,04/05/2021,2022-05-24 12:40:20.100,VRAI,company
6089073f2fd32b1293152cc3,company,male,autre,28/04/2021,2022-05-24 12:40:20.079,VRAI,company
60799d5c2fd32b1293152129,company,female,autre,16/04/2021,2022-06-22 06:01:01.058,VRAI,company
60423dba438dca1742a98b41,company,female,bouche à oreille,05/03/2021,2022-05-24 12:40:19.936,VRAI,company
6037bf7f79bc110f7b6690d7,company,male,autre,25/02/2021,2022-05-24 12:40:19.901,VRAI,company
6013bb716f28ac167974bc90,company,female,bouche à oreille,29/01/2021,2022-05-24 12:40:19.168,VRAI,company
6008054a6f28ac167974b959,company,male,autre,20/01/2021,2022-05-24 12:40:19.076,VRAI,company
5fe20b066f28ac167974aaaa,company,female,bouche à oreille,22/11/2020,2022-05-24 12:40:18.993,VRAI,company
5fd378f66f28ac167974a53a,company,female,autre,11/11/2020,2022-05-24 12:40:18.969,VRAI,company
5fd0de0c6f28ac167974a450,company,male,bouche à oreille,09/11/2020,2022-05-24 12:40:18.958,VRAI,company
5fccda6a6f28ac167974a296,company,male,entreprise partenaire,06/11/2020,2022-05-24 12:40:18.950,VRAI,company
5fca567c6f28ac167974a162,company,male,autre,04/11/2020,2022-05-24 12:40:18.948,VRAI,company
5fca4e126f28ac167974a159,company,female,bouche à oreille,04/11/2020,2022-05-24 12:40:18.947,VRAI,company
5fc8dfa61ccdfa7589ca5e36,company,male,bouche à oreille,03/11/2020,2022-05-24 12:40:18.943,VRAI,company
5fbe83881ccdfa7589ca58a9,company,female,,25/10/2020,2022-05-24 12:40:18.908,VRAI,company
5f8962800f36a533fa58dbe6,company,male,bouche à oreille,16/010/2020,2022-05-24 12:40:18.772,VRAI,company
5f7b1d480f36a533fa58d728,company,female,autre,05/010/2020,2022-05-24 12:40:18.721,VRAI,company
5f7ae7ab0f36a533fa58d707,company,female,bouche à oreille,05/010/2020,2022-05-24 12:40:18.719,VRAI,company
5f3fbba4c0f0425b7114e6bc,company,female,,21/08/2020,2022-05-24 12:40:18.601,VRAI,company
5f153b6de1feb14ac570e8b7,company,female,bouche à oreille,20/07/2020,2023-05-19 14:39:32.024,VRAI,company
5f05ca89e1feb14ac570dd1d,company,male,,08/07/2020,2022-05-24 12:40:18.510,VRAI,company
5ef0dcb8e1feb14ac570cd5d,company,female,bouche à oreille,22/06/2020,2022-05-24 12:40:18.478,VRAI,company
5ee7307be1feb14ac570c616,company,female,recherche web,15/06/2020,2022-05-24 12:40:18.433,VRAI,company
5ee72033e1feb14ac570c5ee,company,male,bouche à oreille,15/06/2020,2022-05-24 12:40:18.426,VRAI,company
5ee1e199e1feb14ac570c265,company,male,association partenaire,11/06/2020,2022-05-24 12:40:18.417,VRAI,company
5ee12ccde1feb14ac570c20e,company,male,,10/06/2020,2022-05-24 12:40:18.415,VRAI,company
5ec3b406e1feb14ac570ab6d,company,male,autre,19/05/2020,2022-05-24 12:40:18.354,VRAI,company
5ebad2d2e1feb14ac570a3bb,company,male,autre,12/05/2020,2022-05-24 12:40:18.328,VRAI,company
5e902f8be1feb14ac5708352,company,female,autre,10/04/2020,2022-05-24 12:40:18.150,VRAI,company
5e8ed440e1feb14ac5708244,company,male,autre,09/04/2020,2022-05-24 12:40:18.134,VRAI,company
5e8449dfdb8f357c02646c48,company,male,entreprise partenaire,01/04/2020,2022-05-24 12:40:18.074,VRAI,company
5e8309fedb8f357c02646b5c,company,male,bouche à oreille,31/03/2020,2022-05-24 12:40:18.066,VRAI,company
5e8301dedb8f357c02646b53,company,female,entreprise partenaire,31/03/2020,2022-05-24 12:40:18.059,VRAI,company
5e81f7b2db8f357c02646a82,company,female,,30/03/2020,2022-11-29 18:52:22.787,VRAI,company
5e7cb17ddb8f357c02646653,company,male,bouche à oreille,26/03/2020,2022-05-24 12:40:17.975,VRAI,company
5e748f72db8f357c02646068,company,male,bouche à oreille,20/03/2020,2022-05-24 12:40:17.722,VRAI,company
5e73b7cedb8f357c02645fde,company,male,association partenaire,19/03/2020,2022-05-24 12:40:17.714,VRAI,company
5e738ca9db8f357c02645fbb,company,male,,19/03/2020,2022-05-24 12:40:17.712,VRAI,company
5e729731db8f357c02645ef4,company,male,,18/03/2020,2022-05-24 12:40:16.351,VRAI,company
5e724f7adb8f357c02645ebd,company,male,bouche à oreille,18/03/2020,2022-05-24 12:38:49.676,VRAI,company
5e6652996a46f84e73af056b,company,male,autre,09/03/2020,2022-05-24 12:38:49.641,VRAI,company
5e553dac3b7cd27e6512003a,company,male,autre,25/02/2020,2022-05-24 12:38:49.602,VRAI,company
5e4bf80149436c514146f8d3,company,female,autre,18/02/2020,2022-05-24 12:38:49.578,VRAI,company
5e4a75c8c4d1d74c8c45880e,company,female,bouche à oreille,17/02/2020,2023-11-10 11:01:31.516,VRAI,company
5e1c87ec42174218cf933a79,company,male,autre,13/01/2020,2022-05-24 12:38:49.444,VRAI,company
5e184a9242174218cf933a1b,company,male,autre,10/01/2020,2022-05-24 12:38:49.440,,company
5e18483642174218cf933a16,company,male,autre,10/01/2020,2022-05-24 12:38:49.433,VRAI,company
5e0f184942174218cf93394b,company,female,autre,03/01/2020,2023-02-09 14:22:31.488,VRAI,company
5def5e8abc9b417d5cf6366b,company,male,,10/11/2019,2022-05-24 12:38:49.331,VRAI,company
5dee9613bc9b417d5cf63658,company,male,,09/11/2019,2022-05-24 12:38:49.329,VRAI,company
5dee6f06bc9b417d5cf63651,company,female,,09/11/2019,2022-05-24 12:38:49.327,,company
5de9327d9209a135389958d8,company,male,bouche à oreille,05/11/2019,2022-05-24 12:38:49.311,VRAI,company
5ddfa13039aed1787a26d9bd,company,male,autre,28/10/2019,2022-05-24 12:38:49.274,,company
5dd6ab4a7c188c7874a9d51d,company,male,autre,21/10/2019,2022-05-24 12:38:49.238,,company
5dd56c3754ef065fa88cca6c,company,male,association partenaire,20/10/2019,2022-05-24 12:38:49.228,VRAI,company
5dd4f5af23ed286749466f67,company,male,association partenaire,20/10/2019,2022-05-24 12:38:49.227,,company
5dcee80495b17d1ca508282d,company,male,,15/10/2019,2022-05-24 12:38:49.209,VRAI,company
5dceb12995b17d1ca5082812,company,female,bouche à oreille,15/10/2019,2022-05-24 12:38:49.206,,company
5dbf2c23f6a7d233588a5ec2,company,female,,03/10/2019,2022-05-24 12:38:49.184,,company
5d9615ee4472f16796e2afae,company,female,bouche à oreille,03/010/2019,2022-05-24 12:38:49.136,,company
5d8b8dad4472f16796e2af37,company,male,bouche à oreille,25/09/2019,2022-05-24 12:38:49.115,VRAI,company
5d7f80d04472f16796e2aeb3,company,female,bouche à oreille,16/09/2019,2023-09-05 15:22:07.551,VRAI,company
5d70b5a54472f16796e2ae34,company,female,bouche à oreille,05/09/2019,2022-05-24 12:38:49.056,VRAI,company
5d5d5f9ed157c058dfecd209,company,male,association partenaire,21/08/2019,2022-05-24 12:38:49.022,VRAI,company
5d3aa0f62ddad254078718e1,company,male,bouche à oreille,26/07/2019,2022-05-24 12:38:48.950,,company
5d39d2bb2ddad254078718cc,company,male,autre,25/07/2019,2022-05-24 12:38:48.949,VRAI,company
5d3024672ddad2540787185d,company,female,bouche à oreille,18/07/2019,2022-05-24 12:38:48.939,,company
5d2d8fb22ddad25407871839,company,female,autre,16/07/2019,2022-05-24 12:38:48.938,,company
5d1b25362ddad25407871799,company,female,entreprise partenaire,02/07/2019,2022-05-24 12:38:48.921,,company
5d1480e32ddad2540787176d,company,male,autre,27/06/2019,2022-05-24 12:38:48.917,VRAI,company
5d025858fd26e33243bc5f96,company,female,,13/06/2019,2022-05-24 12:38:48.895,VRAI,company
5cf12f8fb0c8341cdddda1b5,company,male,publicité,31/05/2019,2022-05-24 12:38:48.865,,company
5ce80eb8b0c8341cdddda12f,company,female,autre,24/05/2019,2022-05-24 12:38:48.826,VRAI,company
5ce6626cb0c8341cdddda0e8,company,female,autre,23/05/2019,2022-05-24 12:38:48.819,VRAI,company
5cdc098444870d61541d68b3,company,female,autre,15/05/2019,2022-05-24 12:38:48.807,VRAI,company
5cadfba6d10aab0a4c954e1c,company,male,,10/04/2019,2022-05-24 12:38:48.747,,company
5c7fdc03dee03a5fd724409c,company,male,autre,06/03/2019,2022-05-24 12:38:48.659,VRAI,company
5c741ba04d9bb55da5dbd83d,company,male,publicité,25/02/2019,2022-05-24 12:38:48.641,VRAI,company
5c6d823712b1e349ba4a426e,company,male,publicité,20/02/2019,2022-05-24 12:38:48.626,VRAI,company
5c6aca86d97df86ce870d4ea,company,male,bouche à oreille,18/02/2019,2022-05-24 12:38:48.617,VRAI,company
5c65a773d97df86ce870d4d0,company,female,entreprise partenaire,14/02/2019,2022-05-24 12:38:48.602,VRAI,company
5c5009dec4c39323bc6a57e0,company,male,autre,29/01/2019,2022-05-24 12:38:48.545,,company
5c3db645c4c39323bc6a5727,company,male,autre,15/01/2019,2022-05-24 12:38:48.500,VRAI,company
5c3ca786c4c39323bc6a571d,company,female,recherche web,14/01/2019,2022-05-24 12:38:48.497,VRAI,company
5c18fcb7ee46716e650b3cde,company,female,bouche à oreille,18/11/2018,2022-05-24 12:38:48.486,,company
5bffb8f68837de33a00d28e2,company,male,association partenaire,29/10/2018,2022-05-24 12:38:48.476,VRAI,company
5bfd619c8837de33a00d28e0,company,female,autre,27/10/2018,2022-05-24 12:38:48.475,VRAI,company
5bd850948837de33a00d285b,company,male,bouche à oreille,30/010/2018,2022-05-24 12:38:48.402,VRAI,company
5bc72b6b8837de33a00d2831,company,male,bouche à oreille,17/010/2018,2022-05-24 12:38:48.368,VRAI,company
5ba1004a48b26d4df25496f1,company,male,bouche à oreille,18/09/2018,2023-12-05 14:02:22.315,VRAI,company
5e28729b7ba2f4719ceb487a,company,female,,,2022-05-24 12:38:49.468,VRAI,company
